id,type_valeur,montant,code_banque_don,code_banque_dest,rib_donneur,rib_beneficiaire,rib_donneur_valide,rib_beneficiaire_valide,date_operation,echeance_depassee,meme_banque,situation_donneur,type_compte,a_ete_rejete,code_rejet
7597,31,7749.566,26,10,26203287716462276495,10673023951584597894,1,1,20260318,0,0,0,1,0,00
7598,20,1282.247,04,02,04811747381222446462,02057541017485347929,1,1,20260213,0,0,0,1,0,00
7599,32,189.294,02,17,02030041169394098669,17180856779008183173,1,1,20260306,0,0,0,1,0,00
7600,10,9440.069,08,02,08438747258654675502,02477583761030869534,1,1,20260416,0,0,0,1,0,00
7601,10,4246.024,14,10,14684958390351803220,10971935266258814155,1,1,20260331,0,0,0,1,0,00
7602,20,1992.153,02,04,02939739480434236541,04719528201146920677,1,1,20260424,0,0,0,1,0,00
7603,10,385.704,11,25,11714849205754354274,25183307416201998824,1,1,20260505,0,0,0,1,0,00
7604,30,1004.481,11,25,11026162150862571992,25251632745775680260,1,1,20260313,0,0,0,1,0,00
7605,30,9029.686,26,17,26380872554492756914,17920549220987462400,1,0,20260320,0,0,0,1,1,07
7606,32,2587.287,20,05,20712597873584784735,05153813049872463705,1,1,20260327,0,0,0,3,0,00
7607,20,11360.342,26,14,26278762741028986283,14689774135714988865,1,1,20260303,0,0,0,1,0,00
7608,20,13929.43,04,02,04095286328507045759,02713701782245844458,1,1,20260417,0,0,1,1,0,00
7609,10,3148.5,04,01,04231148247658380933,01174399561934520470,1,0,20260210,0,0,0,1,0,00
7610,20,83.035,11,08,11035575669437670381,08282123396837282430,1,1,20260422,0,0,0,1,0,00
7611,40,8694.809,02,04,02537456401145136195,04177703689288230683,1,1,20260320,0,0,0,1,0,00
7612,10,2290.343,07,26,07395445287837898838,26415605146612602490,1,1,20260424,0,0,0,1,0,00
7613,30,1964.494,05,02,05763088014694318548,02282553161902702259,1,1,20260408,0,0,0,1,0,00
7614,10,557.061,05,12,05253523425667604196,12445487275176273359,1,1,20260421,0,0,0,1,0,00
7615,10,8637.793,10,01,10676055600034969912,01161615816338218180,1,1,20260217,0,0,0,3,0,00
7616,10,1510.797,26,02,26294195537598006747,02195892962511773427,1,1,20260312,0,0,0,1,0,00
7617,30,1124.877,26,04,26828596044722121096,04613652920776275809,1,1,20260504,0,0,0,1,0,00
7618,40,783.742,26,11,26847169879508165248,11101829131472122068,1,1,20260429,0,0,0,2,0,00
7619,10,1392.672,01,04,01505432587852759337,04326268200298836324,1,1,20260213,0,0,0,1,0,00
7620,30,2220.209,26,14,26376887403864328611,14664061072204926219,1,1,20260227,0,0,0,1,0,00
7621,40,908.83,02,14,02292283718669932552,14167484729738443411,1,1,20260505,0,0,0,2,0,00
7622,40,865.052,26,20,26848657458569543216,20548886133015748154,1,1,20260428,0,0,0,1,0,00
7623,10,2094.862,26,12,26852372510900437553,12785911001826152674,1,1,20260320,0,0,0,1,0,00
7624,20,8215.887,03,14,03578783400380003639,14763547889631116301,1,1,20260403,0,0,0,1,0,00
7625,10,310.177,26,07,26152593605090526113,07721249569873826566,1,1,20260213,0,0,0,1,0,00
7626,31,61.297,02,20,02535157431317975018,20820854760208585370,1,1,20260410,0,0,0,1,0,00
7627,30,3331.852,03,25,03941842484228768974,25601403783243390951,1,1,20260212,0,0,0,3,0,00
7628,10,2049.835,05,03,05100551787846691189,03283786812004482582,1,1,20260327,0,0,0,1,0,00
7629,32,887.433,02,05,02553856885879226544,05046157190675233155,1,1,20260318,0,0,0,1,0,00
7630,30,1483.898,26,08,26282879203970220003,08956350938671474154,1,1,20260311,0,0,0,1,0,00
7631,10,569.306,26,07,26219883136448397896,07052283021613154578,1,1,20260410,0,0,0,1,0,00
7632,20,3277.631,01,14,01069226662138056078,14402978907157543871,1,1,20260417,0,0,0,1,0,00
7633,20,4700.902,26,12,26117407904088810213,12227783239766188964,1,1,20260420,0,0,0,1,0,00
7634,10,565.771,12,14,12113576471071754932,14269113990540296024,1,1,20260506,0,0,0,1,0,00
7635,30,581.183,08,12,08048325081082625422,12591294950366132832,1,1,20260320,0,0,0,2,0,00
7636,40,621.244,26,05,26234640918885043803,05402183495108276743,1,1,20260424,0,0,0,2,0,00
7637,20,2717.884,11,04,11139052077567840129,04805042683573327601,0,1,20260220,0,0,0,3,1,07
7638,30,1376.143,26,10,26659763109531524587,10799628760182058626,1,1,20260311,0,0,0,1,0,00
7639,30,1320.481,20,01,20284338718149252154,01361491658127954046,1,1,20260508,0,0,0,1,0,00
7640,31,405.452,26,08,26381715054017389569,08058946666229159268,1,1,20260327,0,0,0,2,0,00
7641,10,245.402,03,12,03235575036537946889,12254021370946157268,1,1,20260330,0,0,0,1,0,00
7642,32,2489.939,04,17,04785523357941615126,17353538438575200862,1,1,20260320,0,0,0,1,0,00
7643,20,2932.756,10,01,10769640173871820823,01111886491268953722,1,1,20260305,0,0,0,2,0,00
7644,10,3280.696,26,14,26379000666446810991,14066153096844336793,1,1,20260417,0,0,0,1,0,00
7645,10,20328.726,26,01,26066254192658769515,01786529585163652649,1,1,20260220,0,0,0,3,0,00
7646,10,9465.241,26,02,26135269078816648385,02705235784348834714,1,1,20260417,0,0,0,1,0,00
7647,30,715.78,26,10,26823693549961109338,10734830253412620908,1,1,20260507,0,0,0,1,0,00
7648,10,1108.057,12,02,12222525110748422204,02645431137708971812,1,1,20260428,0,0,0,1,0,00
7649,30,3631.011,26,17,26489197937285675991,17588037534723061510,1,1,20260212,0,0,0,1,0,00
7650,30,469.163,02,01,02864825852056212028,01291814721826217266,1,1,20260310,0,0,2,1,1,02
7651,10,179.042,26,20,26408474246339735934,20850502148849624618,1,1,20260427,0,0,0,1,0,00
7652,10,2027.296,11,26,11853794599646432924,26322096157554163285,1,0,20260313,0,0,0,1,1,07
7653,10,347.774,26,02,26708813731780443317,02036009993770275231,1,1,20260417,0,0,0,1,0,00
7654,20,5708.023,02,20,02952031878997985837,20543970808573970682,1,1,20260424,0,0,0,2,0,00
7655,20,20624.904,26,01,26581544944590657862,01731728180146111256,1,1,20260212,0,0,0,1,0,00
7656,40,444.771,02,03,02673555256496662808,03757540255584518346,1,1,20260213,0,0,0,1,0,00
7657,10,1991.334,03,07,03663698700275050049,07782707201051793044,1,1,20260421,0,0,0,1,0,00
7658,32,1447.708,14,04,14842261358283126657,04712136023728679215,1,1,20260320,0,0,0,1,0,00
7659,31,642.117,04,25,04778259170636775057,25442541195071706260,1,1,20260409,0,0,0,1,0,00
7660,10,12656.677,11,26,11284051228856814866,26723118038765206697,1,0,20260212,0,0,0,1,0,00
7661,40,6002.268,03,11,03056228034548384536,11763722291737764324,1,1,20260320,0,0,0,1,0,00
7662,10,1370.198,26,04,26561222859786112382,04940207775186750404,1,1,20260227,0,0,0,1,0,00
7663,31,3915.713,26,14,26249595260081747991,14665889163937329359,1,1,20260402,0,0,0,1,0,00
7664,10,9067.935,10,07,10510207461868677383,07403691061517798809,1,1,20260501,0,0,0,1,0,00
7665,10,16486.492,26,04,26836623139122545576,04649926275575546642,1,1,20260423,0,0,0,1,0,00
7666,20,641.662,11,02,11777366845151260597,02967512794634944184,1,1,20260325,0,0,0,1,0,00
7667,10,18107.926,26,12,26909099586288186225,12484606928547345470,1,1,20260223,0,0,0,1,0,00
7668,10,1987.833,08,26,08427636045705516110,26991656918708280176,1,1,20260415,0,0,0,1,0,00
7669,10,5870.548,26,04,26192218436580388139,04982401838915306485,1,1,20260505,0,0,0,1,0,00
7670,40,1169.294,26,14,26912994949068131446,14305310954542812240,1,1,20260327,0,0,0,1,0,00
7671,10,5284.691,03,26,03429172105719790126,26379171870670061181,1,1,20260217,0,0,0,1,0,00
7672,10,3665.15,01,20,01246718472108060271,20048474034144799867,1,1,20260218,0,0,0,1,0,00
7673,10,3048.838,02,14,02147339992094843546,14303504118148977007,1,1,20260501,0,0,0,1,0,00
7674,10,444.277,02,20,02058749712419729050,20614003582980043502,1,1,20260403,0,0,0,1,0,00
7675,20,2713.016,05,12,05952909015457424641,12332778335282527876,1,1,20260226,0,0,0,1,0,00
7676,20,24209.455,26,12,26415303951427007241,12777275224077493034,0,1,20260427,0,0,0,1,1,07
7677,30,2707.661,26,08,26543930551543670423,08638239880160346435,1,1,20260220,0,0,0,1,0,00
7678,30,1689.339,10,26,10076595448173961821,26793288742723173288,1,1,20260227,0,0,0,1,0,00
7679,10,758.024,05,01,05162711941750632844,01813603806730871097,1,1,20260325,0,0,0,1,0,00
7680,31,225.868,26,03,26728608355086785374,03825785580977934365,1,1,20260320,0,0,0,2,0,00
7681,10,2155.617,25,08,25557463895942459497,08409555285726988513,1,1,20260403,0,0,0,1,0,00
7682,10,4639.699,14,20,14361174522247798821,20173316166869149228,1,1,20260217,0,0,0,1,0,00
7683,10,1638.889,26,20,26725176843602991246,20728577659347056155,1,1,20260227,0,0,0,1,0,00
7684,20,6349.234,05,11,05862866622727134902,11462223344924815465,1,1,20260422,0,0,0,1,0,00
7685,40,475.773,26,17,26375781896510931353,17047484696726326703,1,1,20260423,0,0,0,1,0,00
7686,30,2507.677,26,14,26415133792870663508,14106881800518127095,1,1,20260327,0,0,0,2,0,00
7687,10,341.977,02,05,02860441042545880824,05525629136399868431,0,1,20260318,0,0,0,1,1,07
7688,10,2134.58,26,10,26557781617540998381,10858142984046921973,1,1,20260220,0,0,0,2,0,00
7689,20,3050.447,03,14,03741507317617023308,14024041768152834819,1,1,20260310,0,0,0,1,0,00
7690,20,2503.583,08,14,08704193396935118487,14613487966898308769,1,1,20260416,0,0,0,1,0,00
7691,10,5457.618,10,20,10154345642640300736,20763310581464259580,1,1,20260220,0,0,0,1,0,00
7692,10,6905.871,26,20,26074701176433936657,20443607942626738734,1,1,20260319,0,0,0,1,0,00
7693,30,4730.567,26,05,26610098031552482781,05884628019088244192,1,1,20260220,0,0,0,1,0,00
7694,30,7607.982,08,20,08069027550016155733,20483473051013579601,1,1,20260226,0,0,0,1,0,00
7695,20,5744.803,02,02,02406402181103612117,02570416983853335068,1,1,20260407,0,1,0,1,0,00
7696,20,7260.071,26,25,26769236248436838706,25623106066856870381,1,1,20260331,0,0,0,1,0,00
7697,10,711.177,26,12,26824408255652344030,12486484686928697457,1,1,20260430,0,0,0,1,0,00
7698,10,17453.775,03,26,03528465175895633133,26937438028972024765,1,1,20260414,0,0,1,1,0,00
7699,30,4945.956,03,02,03486114923230028273,02699902712011952473,1,1,20260507,0,0,0,1,0,00
7700,10,3100.252,26,17,26051211271865808976,17084206681129851528,1,1,20260331,0,0,0,1,0,00
7701,10,2965.726,26,03,26022424810686182992,03671717723049274249,1,1,20260410,0,0,0,1,0,00
7702,84,4150.203,01,11,01778948808051402364,11570104482258313223,1,1,20260219,0,0,0,1,0,00
7703,10,2495.156,26,20,26188197617176966035,20842949215206707048,1,1,20260508,0,0,0,1,0,00
7704,30,1628.895,26,12,26707893256281351906,12790414894489783820,1,1,20260410,0,0,0,3,0,00
7705,10,528.182,02,02,02938512694133287878,02064484082415418544,1,0,20260327,0,1,0,1,0,00
7706,10,3320.774,26,05,26898801005020994865,05590295285051591462,1,1,20260424,0,0,0,1,0,00
7707,10,900.43,03,11,03285628352531647488,11167606238271117390,1,1,20260416,0,0,0,1,0,00
7708,10,3169.037,12,25,12102294160687597211,25527016366607190322,1,1,20260313,0,0,0,1,0,00
7709,10,1067.067,02,14,02222577342965963139,14801318649878775589,1,1,20260408,0,0,0,1,0,00
7710,10,1722.632,26,11,26245029255212477351,11134482804339129991,1,1,20260421,0,0,0,1,0,00
7711,10,2593.44,01,03,01224734552518265794,03451696356136474875,1,1,20260320,0,0,0,1,0,00
7712,10,20467.206,14,02,14754853902416701185,02916976301827287549,1,1,20260417,0,0,0,1,0,00
7713,10,6937.585,26,11,26970480141857713217,11061615319518292222,1,1,20260219,0,0,0,1,0,00
7714,10,528.693,12,14,12284915056068559208,14418251923581354109,1,1,20260320,0,0,0,1,0,00
7715,10,1239.271,26,10,26215645694285784278,10056910190114799808,1,1,20260327,0,0,0,1,0,00
7716,20,4917.987,26,02,26193428674587120605,02002793760165635656,1,1,20260414,0,0,0,1,0,00
7717,10,753.281,10,07,10746373506370356487,07449020184077352890,1,1,20260422,0,0,0,1,0,00
7718,10,5997.587,26,07,26425705179625252478,07814238484108726196,1,1,20260319,0,0,0,1,0,00
7719,20,2365.56,26,08,26572866579495924571,08180082019739870549,1,0,20260313,0,0,0,1,1,07
7720,20,2315.683,26,05,26531779556883902739,05920138443355122645,1,1,20260414,0,0,0,1,0,00
7721,30,3111.386,02,14,02564834161011402950,14200870650881126086,1,1,20260408,0,0,0,1,0,00
7722,10,6419.741,01,03,01501911212257641192,03933316420491759766,1,1,20260424,0,0,0,1,0,00
7723,20,1132.238,08,25,08473188843559314206,25263671315713326919,1,1,20260227,0,0,0,1,0,00
7724,32,688.815,26,02,26510067552115851904,02005660674874788039,1,1,20260211,0,0,0,1,0,00
7725,10,1108.789,02,02,02597048776080413433,02893712197088871383,1,1,20260312,0,1,0,1,0,00
7726,20,236.879,14,10,14281641147690755707,10794150354974053831,1,1,20260403,0,0,0,1,0,00
7727,32,4388.847,26,11,26635246754614379227,11035192042625887357,1,1,20260213,0,0,0,1,0,00
7728,10,15051.078,11,02,11977018007432708977,02290179327891769281,0,1,20260225,0,0,0,2,1,07
7729,30,845.52,26,17,26315020221283171820,17450984678105218206,0,1,20260424,0,0,0,2,0,00
7730,20,2819.053,26,08,26113803804127043972,08295637643572792420,0,0,20260302,0,0,0,1,1,07
7731,20,959.319,26,02,26115513380331209329,02551522095550861077,1,1,20260429,0,0,0,1,0,00
7732,20,7826.875,01,17,01898350451317793854,17362830785671343254,0,1,20260501,0,0,0,1,0,00
7733,10,2291.841,08,08,08615600582740530211,08031034478173531856,1,1,20260317,0,1,0,1,0,00
7734,10,9505.676,03,14,03640930860159033393,14539497046863570416,1,1,20260227,0,0,0,2,0,00
7735,10,7130.102,26,14,26511660380431791589,14645377307368121207,1,1,20260225,0,0,0,1,0,00
7736,20,938.189,20,04,20030655973676802018,04291182984714349090,0,1,20260217,0,0,0,1,1,07
7737,10,770.321,26,02,26031943523999656136,02342372211927519412,1,1,20260313,0,0,0,1,0,00
7738,30,11618.804,14,17,14626795511695539648,17326094622086836892,1,1,20260505,0,0,0,1,0,00
7739,30,13878.538,12,14,12093457906337986093,14528303042012554642,1,1,20260227,0,0,0,1,0,00
7740,10,5535.075,26,02,26855443130151977134,02852745530517476775,1,1,20260320,0,0,0,1,0,00
7741,20,1388.145,26,07,26137878346972425459,07645306637940293395,1,1,20260306,0,0,0,1,0,00
7742,10,1187.006,26,04,26276550875791335302,04710222448646583811,1,1,20260311,0,0,0,1,0,00
7743,31,889.359,10,11,10109285163243848903,11252816494785106964,1,1,20260213,0,0,0,1,0,00
7744,10,2067.93,26,10,26354033551092049971,10343810411609608539,1,1,20260507,0,0,0,1,0,00
7745,32,906.809,04,26,04674843345611347077,26432483188068262670,1,1,20260427,0,0,0,1,0,00
7746,10,675.357,02,10,02546267061731244380,10915907233550198564,1,1,20260309,0,0,0,2,0,00
7747,20,821.999,08,10,08996011117604949222,10475451927198588591,1,1,20260501,0,0,0,1,0,00
7748,30,1930.29,26,11,26792535674111226185,11106926084146622481,1,1,20260406,0,0,0,1,0,00
7749,20,8712.042,03,12,03809317884494108269,12098269672635178244,1,1,20260211,0,0,0,1,0,00
7750,30,19050.85,07,03,07273612857934990670,03590140691094034241,1,1,20260417,0,0,0,1,0,00
7751,40,179.362,26,25,26876713051066376983,25512696532229320833,0,1,20260403,0,0,0,2,1,07
7752,31,3194.276,26,07,26713386631345981465,07462941332255080010,1,1,20260212,0,0,0,1,0,00
7753,10,3105.426,10,05,10579511450981084489,05652174810870395097,1,1,20260313,0,0,0,1,0,00
7754,10,3516.385,10,04,10032448822387138633,04817930454677771378,1,1,20260319,0,0,0,2,0,00
7755,10,1445.518,17,25,17077581216141806732,25490456627242933388,0,1,20260318,0,0,0,1,1,07
7756,10,960.902,02,12,02740090756426897241,12261841805501151202,1,1,20260417,0,0,0,1,0,00
7757,30,2995.83,26,10,26890745810632197337,10753143238122817943,1,1,20260403,0,0,0,1,0,00
7758,10,15177.787,01,20,01448612350560604235,20933661544669330013,1,1,20260507,0,0,0,1,0,00
7759,30,443.295,26,20,26086903513415987407,20545077416437731445,1,1,20260331,0,0,0,1,0,00
7760,10,4256.835,26,01,26870320220820723060,01598545312649089795,1,1,20260323,0,0,0,1,0,00
7761,84,614.639,12,03,12933051493370186538,03643120669958856407,1,1,20260428,0,0,0,1,0,00
7762,10,865.714,26,05,26272011731325378067,05218634979181585971,1,1,20260501,0,0,0,1,0,00
7763,10,1513.086,03,25,03357705602818867813,25470346805421534404,1,1,20260218,0,0,0,2,0,00
7764,10,5107.633,02,12,02836544706379384601,12462181402711572256,1,1,20260220,0,0,0,1,0,00
7765,10,1447.023,26,11,26829071487368029956,11263393929712677109,1,1,20260303,0,0,0,1,0,00
7766,32,2725.791,14,14,14932587823787858030,14492673844343598169,1,1,20260213,0,1,0,1,0,00
7767,10,7662.235,03,07,03336649325971860743,07141349532385239748,1,1,20260428,0,0,0,1,0,00
7768,10,2136.45,26,01,26790491339364831524,01662344924502385385,1,1,20260417,0,0,0,1,0,00
7769,10,2172.656,12,14,12701735961274789270,14961987428469887065,1,1,20260323,0,0,0,1,0,00
7770,10,7921.207,14,05,14081663757260911423,05007390322127282650,1,1,20260317,0,0,0,1,0,00
7771,10,334.086,12,08,12834317615491699607,08899833181497604061,1,1,20260417,0,0,0,1,0,00
7772,10,7566.253,26,01,26600609987315128936,01976045902604857850,1,1,20260508,0,0,0,1,0,00
7773,30,824.831,03,12,03959816859274565837,12814384601840912377,1,1,20260429,0,0,0,1,0,00
7774,10,1363.802,11,08,11065137042450939751,08145120065651361378,1,1,20260505,0,0,0,1,0,00
7775,20,3088.094,10,10,10101131057811415618,10283292604534225202,1,1,20260327,0,1,0,1,0,00
7776,10,2007.849,07,10,07126792674952216566,10043710681221910023,1,1,20260320,0,0,0,1,0,00
7777,10,1437.644,05,12,05117720118015113050,12776611416759640875,1,1,20260320,0,0,0,1,0,00
7778,10,1584.712,25,12,25532225656228060419,12690700980228521869,1,1,20260325,0,0,0,1,0,00
7779,20,1006.658,26,25,26876991148067917659,25890581788029308403,1,1,20260218,0,0,0,2,0,00
7780,30,1997.716,26,10,26408504557271589411,10404771695257685871,1,1,20260327,0,0,0,2,0,00
7781,40,1267.863,14,04,14805316729643724523,04577740353106204279,1,1,20260410,1,0,0,1,1,09
7782,30,9710.065,26,10,26432704933112074946,10012254239963626960,1,1,20260417,0,0,0,1,0,00
7783,10,1097.477,10,12,10878039082195713569,12368971771972096219,1,1,20260507,0,0,1,3,0,00
7784,31,651.047,26,04,26097010818120736605,04036777175295376036,1,1,20260323,0,0,0,1,0,00
7785,30,2079.028,26,20,26071310306372350326,20449693549917280374,1,1,20260331,0,0,0,2,0,00
7786,10,608.219,01,03,01538257182010048931,03423599367674538738,1,1,20260319,0,0,0,1,0,00
7787,10,209.413,26,01,26889954724046775359,01701475972081388173,1,1,20260417,0,0,0,1,0,00
7788,30,2459.651,25,17,25370105249267280009,17670800722675079855,1,1,20260415,0,0,0,1,0,00
7789,10,1580.547,26,25,26346168655329955534,25216188029503948444,1,1,20260430,0,0,0,1,0,00
7790,10,2002.581,26,11,26577712265871905022,11988190330372866152,1,1,20260417,0,0,0,2,0,00
7791,31,16422.25,26,25,26960862783652786235,25860261438488431766,1,1,20260220,0,0,0,1,0,00
7792,10,702.551,04,10,04220951772001151435,10691899502874348096,1,1,20260210,0,0,0,1,0,00
7793,10,2966.911,26,11,26968083265136701266,11600010332471797721,1,1,20260219,0,0,0,3,0,00
7794,10,518.974,25,12,25260235689440880113,12160708036583694318,1,1,20260310,0,0,0,3,0,00
7795,30,769.941,10,02,10405882027230694793,02824968429091532843,1,1,20260220,0,0,0,1,0,00
7796,10,1927.649,14,20,14294426875110386919,20105296995226474494,1,1,20260505,0,0,0,1,0,00
7797,30,9735.156,02,01,02890274684011081211,01839313762898079585,1,1,20260331,0,0,0,2,0,00
7798,10,4776.167,02,04,02114191262365424413,04285559733591098604,1,1,20260327,0,0,0,1,0,00
7799,10,1508.297,08,17,08004125291727025027,17553260105239877026,1,1,20260304,0,0,0,1,0,00
7800,10,764.266,14,17,14870307982003646918,17796333036124407627,1,1,20260325,0,0,0,1,0,00
7801,84,2806.23,05,12,05804325939419599764,12785076293445799966,1,1,20260311,0,0,0,1,0,00
7802,10,1201.315,26,11,26173413769099565209,11651720034573170851,1,1,20260424,0,0,0,1,0,00
7803,32,16678.005,26,07,26715491855493575543,07229312677493141328,1,1,20260330,0,0,0,2,0,00
7804,20,4956.922,26,26,26310367143886162321,26698633753412320044,1,1,20260327,0,1,0,2,0,00
7805,10,983.812,26,20,26460034427627829352,20934254183806519331,1,1,20260227,0,0,0,1,0,00
7806,10,4592.16,01,26,01100300276568405189,26011529221745126442,1,1,20260420,0,0,0,2,0,00
7807,10,448.732,26,01,26040044921919816670,01043201621381262560,1,1,20260422,0,0,0,1,0,00
7808,10,405.958,26,10,26337292738534751650,10783392991588857333,1,1,20260428,0,0,0,2,0,00
7809,10,4431.351,26,25,26141019767496391689,25940329760828051498,1,0,20260220,0,0,0,1,1,07
7810,32,4314.694,25,07,25950933481721246586,07461709125523542895,1,1,20260310,0,0,0,1,0,00
7811,10,9991.61,17,14,17024242087876683384,14248454018247869704,1,1,20260213,0,0,0,1,0,00
7812,10,12650.985,26,20,26364080675000431402,20887638079249673887,1,1,20260508,0,0,0,1,0,00
7813,10,2898.506,11,20,11129344893227378838,20866544167338981239,1,1,20260401,0,0,0,1,0,00
7814,10,3302.581,26,02,26379099294206403510,02429306510985006933,1,1,20260504,0,0,0,1,0,00
7815,20,2176.55,26,07,26599510050580838507,07311467528402052730,1,1,20260508,0,0,0,1,0,00
7816,31,1223.038,08,11,08947771232356068239,11505987998408768384,1,1,20260506,0,0,0,1,0,00
7817,20,873.525,03,25,03724658147747528043,25568086410564680894,1,1,20260410,0,0,0,1,0,00
7818,20,1126.31,10,11,10801616110255825971,11848991684101667051,1,1,20260220,0,0,0,1,0,00
7819,30,353.964,02,20,02927758337007353984,20016044748964025126,1,1,20260319,0,0,0,1,0,00
7820,10,1155.107,26,05,26551073469191675929,05224464365430465861,1,1,20260430,0,0,0,1,0,00
7821,10,1065.187,08,05,08400580995714025878,05840330666323770303,0,1,20260506,0,0,0,1,0,00
7822,10,1839.892,02,20,02564078438952466713,20220680169613337871,0,1,20260507,0,0,0,1,0,00
7823,10,6766.097,04,17,04758985424464059963,17809512033435915149,1,1,20260417,0,0,0,1,0,00
7824,10,1881.131,04,11,04696504250190392572,11876573592689450261,1,1,20260320,0,0,0,1,0,00
7825,10,3515.88,26,03,26111765830362468959,03612248180858739778,1,1,20260501,0,0,0,2,0,00
7826,30,7900.05,07,10,07520693602409184714,10652800198183613975,1,1,20260227,0,0,0,1,0,00
7827,10,4253.854,12,01,12098032757095191114,01617641647938952206,1,1,20260227,0,0,0,1,0,00
7828,10,6711.939,26,08,26916715328313471473,08285607733181556804,1,1,20260414,0,0,0,1,0,00
7829,40,103.515,26,04,26395739196268641429,04257372313219740467,1,1,20260317,0,0,0,1,0,00
7830,10,10061.351,04,11,04946413432430997981,11885817874436834636,1,1,20260417,0,0,0,1,0,00
7831,30,7531.356,08,03,08470722121383669827,03755342576559400921,1,1,20260501,0,0,0,2,0,00
7832,10,705.325,26,20,26814882756966321361,20464117755658321680,1,1,20260303,0,0,0,1,0,00
7833,10,4203.62,12,25,12595446094510398782,25616676478307129479,1,1,20260212,0,0,1,1,0,00
7834,10,682.607,05,05,05666337014383465136,05670056890138061144,1,1,20260413,0,1,0,1,0,00
7835,20,1767.255,02,25,02312654145609957775,25827985870068529406,1,1,20260310,0,0,0,1,0,00
7836,10,2338.531,17,08,17869972044782033963,08280587440406451239,1,1,20260320,0,0,0,1,0,00
7837,10,8670.256,26,14,26234567401932068499,14534247508911743356,0,1,20260313,0,0,0,1,1,07
7838,30,1990.609,26,07,26606631059286981006,07439998917392376549,1,1,20260423,0,0,0,1,0,00
7839,20,2428.161,26,14,26499868486460770843,14654762027198044076,1,1,20260304,0,0,0,1,0,00
7840,10,974.048,05,12,05903025595281465164,12043967644603011059,0,1,20260325,0,0,0,1,0,00
7841,10,1458.154,12,04,12629612542544668652,04161193340750350094,1,1,20260220,0,0,0,1,0,00
7842,10,4190.455,26,08,26481493539695212672,08488567161682803425,1,1,20260501,0,0,0,1,0,00
7843,10,7734.036,26,14,26666114268156557635,14357995669436439196,0,1,20260417,0,0,0,1,1,07
7844,10,1188.21,05,01,05634601065338619309,01880855448779560490,1,1,20260417,0,0,0,1,0,00
7845,10,845.485,26,14,26574463989882722265,14405726535219168543,1,1,20260327,0,0,1,1,0,00
7846,10,219.141,25,11,25887679438411067186,11103294268073268139,1,1,20260501,0,0,0,1,0,00
7847,20,8053.512,04,14,04168185278484722928,14070277268752205993,1,1,20260427,0,0,0,1,0,00
7848,10,2415.545,10,02,10678509667771236730,02651632066070337149,1,1,20260319,0,0,0,1,0,00
7849,10,36197.044,14,02,14407556576126530083,02800186421744590390,1,1,20260211,0,0,0,1,0,00
7850,20,409.784,26,04,26375211210573891460,04739059332123608915,1,1,20260220,0,0,0,1,0,00
7851,10,2963.417,25,01,25611131390499745686,01086115555551822269,1,1,20260220,0,0,0,1,0,00
7852,20,4641.455,26,14,26418729421753954702,14336009258856176728,1,1,20260428,0,0,0,1,0,00
7853,10,4343.972,08,11,08626003697763196717,11842197682683461855,1,0,20260226,0,0,0,1,0,00
7854,10,1384.885,08,01,08447509634693693336,01099559978064116535,1,1,20260508,0,0,0,1,0,00
7855,10,4152.148,26,11,26190439189449187160,11253824336571252014,1,1,20260311,0,0,3,2,1,04
7856,10,5546.26,04,11,04098626673867988620,11533666691195557445,1,1,20260210,0,0,0,1,0,00
7857,10,1711.023,08,26,08499361643236773576,26986336773669609292,1,1,20260414,0,0,0,1,0,00
7858,20,3529.179,26,12,26577745650068133693,12532076793589126110,0,1,20260211,0,0,0,1,1,07
7859,30,120.576,17,11,17381123635744077656,11558975382828244061,1,1,20260318,0,0,0,1,0,00
7860,10,3125.446,03,17,03754247467405202993,17913885619069318207,1,1,20260327,0,0,0,1,0,00
7861,84,338.675,26,12,26507431166497799595,12534059221968879396,1,1,20260210,0,0,0,1,0,00
7862,10,9108.279,26,10,26345836356098889985,10319236717847826644,1,1,20260424,0,0,0,1,0,00
7863,31,1433.943,26,01,26505977009613843461,01214636116772527818,1,1,20260219,0,0,0,1,0,00
7864,10,4946.13,26,14,26181145596042373628,14259374904170402262,1,1,20260417,0,0,0,1,0,00
7865,10,806.344,26,26,26328567038948665858,26477383468651755939,1,1,20260305,0,1,0,1,0,00
7866,31,187.598,26,05,26569301025500129212,05780375168768491848,1,1,20260302,0,0,0,2,0,00
7867,10,7785.044,03,02,03149286408879326989,02634370468956912496,1,1,20260213,0,0,0,1,0,00
7868,20,1635.993,26,14,26201543991313214129,14330748035280108668,1,1,20260402,0,0,0,1,0,00
7869,20,415.156,03,08,03558116661908146374,08665809307442142930,0,1,20260320,0,0,0,1,1,07
7870,10,1346.896,12,17,12636139458438686647,17544437271925773314,1,1,20260403,0,0,0,1,0,00
7871,10,242.061,02,25,02154687031835058909,25009188974630102841,1,1,20260313,0,0,0,1,0,00
7872,32,1781.689,02,25,02330653873003022275,25530492199822684919,1,1,20260506,0,0,0,1,0,00
7873,10,1383.044,26,12,26268870800982706704,12396925802071521433,1,1,20260424,0,0,0,1,0,00
7874,10,717.196,26,20,26230748042456744456,20905926768047259980,0,1,20260416,0,0,0,1,0,00
7875,10,202.794,03,04,03787464603998547450,04371182078660179872,1,1,20260507,0,0,0,1,0,00
